Credit_Score,Income,Employment_Status,Assets,Loan_Amount,Loan_Term
872,6300000, No,9900000,18600000,14
492,4900000, No,12900000,18500000,8
618,4800000, No,12300000,18600000,6
458,7500000, No,7800000,15800000,18
422,5200000, No,7800000,13900000,4
873,9400000, Yes,22800000,30900000,20
610,3200000, No,2900000,10000000,14
546,3600000, Yes,8900000,13200000,20
741,3400000, Yes,4300000,7200000,8
754,2100000, No,900000,8200000,6
379,7200000, No,2600000,15100000,8
455,4500000, No,2700000,16900000,18
615,2600000, Yes,6800000,9000000,20
384,6400000, Yes,16500000,21700000,10
628,6400000, No,16100000,25100000,16
865,3100000, No,3600000,11200000,16
679,1800000, No,1000000,5300000,2
689,9300000, Yes,24000000,19000000,14
636,6500000, Yes,13000000,13800000,10
837,3100000, No,4000000,6600000,20
557,2300000, No,3600000,8500000,12
324,500000, No,300000,1700000,10
531,3700000, Yes,8300000,9300000,14
476,8600000, Yes,6200000,21400000,14
775,2600000, No,600000,8500000,4
477,7100000, Yes,6600000,18000000,20
682,7000000, Yes,9300000,19800000,16
334,8300000, No,19600000,17700000,12
565,6800000, Yes,18800000,23900000,12
340,9900000, Yes,15600000,25700000,2
322,5100000, No,7900000,11000000,14
883,3500000, Yes,200000,10700000,8
346,4300000, Yes,3300000,12800000,16
861,5300000, Yes,500000,20200000,2
699,6400000, Yes,15700000,21900000,12
629,9300000, No,4500000,27200000,8
359,1100000, No,1500000,3100000,14
430,7100000, No,20700000,27000000,10
417,1100000, No,1400000,3300000,18
896,1900000, No,4300000,5200000,6
690,1300000, No,3600000,3900000,16
347,7500000, No,15100000,22800000,16
539,2400000, No,2300000,7000000,4
464,2500000, Yes,4000000,8000000,8
310,7500000, No,10800000,16200000,4
431,9300000, No,22000000,36600000,6
489,3300000, No,2000000,10000000,12
775,5700000, Yes,1600000,13900000,12
365,300000, No,-100000,600000,6
555,1200000, Yes,100000,4500000,10
457,8200000, Yes,6700000,29600000,10
580,5500000, No,800000,12400000,8
496,1800000, No,3000000,7200000,20
837,3500000, No,3700000,11400000,16
455,6000000, Yes,7300000,13200000,6
551,2700000, Yes,1300000,9700000,20
825,5900000, Yes,11700000,20700000,10
554,2100000, Yes,3400000,4200000,18
400,2000000, Yes,1900000,5200000,18
853,9000000, No,22500000,34300000,10
403,7600000, Yes,20900000,18800000,14
392,500000, No,1400000,1500000,6
673,6300000, No,14600000,19000000,20
498,3100000, Yes,3800000,7100000,10
858,1100000, No,1800000,2600000,6
477,3900000, Yes,1000000,14300000,20
548,8700000, Yes,11800000,28200000,12
300,6400000, Yes,16200000,23900000,6
483,200000, Yes,100000,800000,12
384,2400000, No,1700000,5800000,20
894,8900000, No,17100000,35200000,10
492,6100000, No,6700000,14800000,10
607,7600000, Yes,12900000,25700000,4
701,900000, No,700000,2400000,16
890,7100000, Yes,13900000,19700000,20
808,5000000, Yes,4400000,14600000,10
596,2000000, Yes,600000,7400000,20
421,2600000, Yes,2500000,6200000,14
495,7000000, Yes,9900000,14900000,20
604,3900000, No,10900000,9800000,6
509,8400000, No,22700000,32600000,4
852,200000, Yes,500000,600000,8
893,1900000, Yes,5600000,6700000,16
874,9200000, Yes,3900000,33000000,14
386,300000, Yes,800000,500000,6
590,6300000, No,5400000,18100000,4
510,6100000, No,9000000,23500000,14
523,7800000, Yes,13600000,25600000,6
461,2000000, Yes,4900000,6700000,8
832,1900000, No,2700000,5600000,2
896,3300000, Yes,9900000,9600000,18
732,9500000, Yes,22500000,26000000,2
301,3500000, Yes,10300000,13900000,16
701,4400000, No,4100000,15800000,4
502,2000000, No,4900000,4000000,14
742,9200000, No,18300000,19500000,12
755,2200000, No,1100000,5000000,2
834,1900000, No,3900000,7100000,2
394,8700000, Yes,18800000,18400000,12
663,9700000, Yes,16700000,19700000,4
649,9400000, No,19600000,20300000,10
738,8000000, Yes,10900000,23200000,14
524,1000000, No,2700000,2000000,4
855,5300000, No,4200000,14600000,16
304,1400000, Yes,1700000,5400000,20
532,1600000, Yes,3200000,3800000,12
584,3400000, Yes,4200000,8500000,6
447,7800000, No,7200000,28700000,4
852,7100000, No,4700000,19900000,14
368,6000000, Yes,9900000,13100000,2
447,8200000, Yes,4400000,28900000,10
867,3900000, No,3800000,11400000,20
397,8400000, Yes,13400000,17600000,12
798,9700000, No,6400000,19400000,20
530,8300000, Yes,22800000,26300000,20
356,2500000, No,5500000,9900000,16
718,6100000, No,4100000,24000000,18
459,5000000, No,2900000,13000000,10
571,9500000, No,4400000,22200000,8
412,5700000, No,5800000,20500000,8
604,5000000, Yes,4100000,12500000,20
449,8600000, Yes,10800000,20600000,16
778,1400000, No,1600000,5300000,12
476,5900000, No,11700000,21200000,16
727,4100000, Yes,11900000,10400000,12
818,7400000, No,10400000,18500000,8
738,7100000, Yes,7200000,19300000,16
546,5300000, Yes,14600000,18200000,16
471,6600000, No,10800000,14100000,2
860,2800000, No,5200000,10600000,4
364,1600000, Yes,2500000,4400000,4
557,8500000, Yes,13000000,25300000,20
612,5200000, Yes,2200000,20700000,12
414,6400000, Yes,7200000,19300000,6
372,1300000, No,1700000,2900000,4
466,5600000, No,15000000,11600000,12
348,9000000, Yes,8600000,19800000,20
597,7800000, Yes,3700000,17200000,4
791,4000000, Yes,500000,11000000,8
400,700000, Yes,1500000,1800000,12
813,7300000, Yes,6600000,18700000,16
675,5200000, Yes,15300000,15400000,4
324,6200000, No,3100000,18200000,18
693,1100000, No,2400000,3600000,8
491,5600000, Yes,10100000,13700000,8
559,3400000, Yes,3500000,9800000,8
392,1500000, No,1800000,4900000,16
532,5800000, No,10900000,18600000,18
592,9800000, No,29100000,29400000,8
459,8300000, No,5500000,23100000,4
627,500000, Yes,0,1200000,4
462,1900000, No,2100000,6100000,2
600,9700000, Yes,13600000,24700000,14
366,1800000, No,3500000,6200000,18
356,3300000, Yes,9800000,9700000,14
590,900000, No,1200000,2300000,16
485,8200000, Yes,16500000,28900000,4
617,500000, Yes,400000,1700000,18
664,1000000, Yes,900000,2600000,8
583,7100000, No,8900000,27900000,8
859,200000, Yes,300000,400000,18
504,3100000, No,3200000,7300000,14
688,700000, No,1500000,2300000,16
422,1800000, No,4800000,5700000,2
746,8400000, Yes,15000000,27000000,8
317,7400000, No,17700000,17500000,20
701,6700000, Yes,8800000,20200000,6
754,1700000, Yes,3900000,6000000,16
515,300000, Yes,300000,600000,10
670,3800000, Yes,5200000,8800000,12
407,1300000, Yes,3800000,4000000,8
884,3100000, Yes,6100000,10900000,12
882,200000, Yes,400000,400000,20
595,8100000, Yes,5500000,24700000,6
757,8900000, Yes,8200000,22900000,4
386,4200000, Yes,8700000,8500000,4
756,4100000, Yes,1700000,11100000,18
453,8300000, No,24000000,25700000,12
316,7500000, No,1000000,25200000,8
703,2100000, No,700000,7700000,6
753,1400000, No,2200000,3200000,8
621,6900000, No,7800000,23500000,2
852,2500000, Yes,5000000,9100000,10
301,3800000, Yes,7800000,9400000,12
359,7700000, Yes,6800000,29300000,10
534,3200000, No,8800000,6600000,16
704,8600000, Yes,25400000,20000000,10
662,3800000, Yes,4800000,13700000,16
599,8400000, No,20600000,31100000,18
319,1600000, No,4200000,5400000,4
549,7800000, No,18600000,19400000,16
443,9400000, Yes,14100000,21000000,12
550,9900000, Yes,22200000,26700000,10
393,2400000, No,-100000,8000000,18
488,7500000, Yes,19800000,15100000,8
845,3300000, No,6000000,11800000,16
382,5500000, No,12500000,19000000,2
357,2400000, No,2600000,7500000,12
815,8700000, Yes,8000000,27500000,16
368,9600000, No,18500000,26000000,16
674,8400000, No,500000,19800000,16
335,9200000, No,5800000,23900000,10
355,4600000, Yes,6300000,12600000,2
510,7600000, No,9100000,17500000,6
698,8500000, No,6700000,17800000,4
408,3100000, Yes,2900000,8200000,18
401,4900000, Yes,5700000,13100000,18
418,5800000, Yes,3900000,14000000,14
697,5700000, No,3000000,21300000,4
683,3200000, No,-100000,12200000,14
763,8000000, Yes,14900000,31500000,16
336,5000000, No,1600000,11400000,6
693,2900000, Yes,7500000,8300000,10
745,6400000, No,14800000,23900000,18
629,6300000, No,300000,22500000,18
581,5900000, No,2200000,23300000,16
672,8100000, No,8200000,29600000,4
700,7100000, Yes,16900000,20100000,4
787,1400000, No,1600000,4400000,14
300,2300000, Yes,4200000,8000000,8
655,7400000, No,22000000,16100000,4
572,5300000, Yes,4200000,13300000,12
663,7700000, Yes,1100000,16400000,2
726,5000000, No,1600000,10700000,16
680,6000000, Yes,11400000,12300000,12
685,1400000, No,3400000,2700000,2
762,9400000, Yes,12400000,23100000,6
768,5200000, No,9200000,17200000,18
504,3100000, No,3500000,11100000,8
796,8400000, Yes,22900000,20500000,12
348,1200000, No,400000,2900000,18
717,4800000, Yes,8300000,13100000,6
565,9200000, Yes,500000,34200000,4
647,5300000, No,14600000,10900000,6
626,4700000, No,9200000,10900000,2
554,6500000, No,2700000,24700000,6
864,3200000, Yes,8700000,11500000,20
406,4600000, No,10800000,12500000,6
650,700000, No,1300000,1800000,10
534,7600000, Yes,8900000,16500000,8
872,1200000, No,1600000,2600000,8
845,5100000, No,12100000,16500000,12
792,4300000, Yes,400000,16300000,14
544,300000, No,700000,1200000,18
552,4000000, Yes,3700000,13000000,10
837,3900000, No,1100000,14900000,12
845,6900000, Yes,17400000,21300000,18
677,7000000, Yes,18800000,24100000,10
430,6300000, No,13000000,18300000,20
887,8900000, Yes,23300000,22500000,12
544,5700000, Yes,4300000,19400000,8
355,5200000, Yes,400000,18300000,10
540,7400000, No,8800000,17500000,4
444,6500000, No,1100000,16000000,14
567,6200000, No,1200000,14900000,14
513,2400000, Yes,6400000,6500000,20
590,2500000, No,4000000,7100000,10
368,2700000, Yes,4900000,8500000,20
413,3000000, No,2300000,7600000,6
401,6100000, Yes,10700000,13600000,4
687,1500000, No,200000,5400000,18
577,6500000, No,4600000,14100000,14
576,200000, No,500000,700000,10
687,9900000, No,28200000,23400000,16
474,5500000, No,1800000,11600000,12
709,1200000, No,2800000,4400000,6
438,6900000, Yes,9600000,20200000,18
306,8000000, Yes,22300000,25300000,4
383,4100000, Yes,1900000,13900000,20
563,1400000, No,400000,4700000,20
371,1600000, Yes,1600000,3200000,20
379,2100000, No,2700000,4200000,12
897,8800000, No,17100000,30200000,18
725,7100000, Yes,20600000,25400000,10
678,8600000, No,19700000,31500000,16
724,5400000, Yes,1000000,14800000,6
808,1000000, Yes,2900000,2500000,6
625,5400000, No,12100000,18400000,8
771,4200000, No,6500000,16800000,4
695,7500000, No,8100000,22400000,14
564,1200000, No,2200000,3300000,2
349,6300000, Yes,3800000,14500000,10
797,300000, Yes,300000,900000,4
391,7400000, No,20000000,28800000,8
833,2200000, No,4900000,5400000,12
515,4000000, No,600000,9100000,10
671,2700000, Yes,6100000,10400000,16
404,2000000, Yes,4900000,6900000,4
537,6400000, No,2300000,14800000,6
348,1400000, Yes,2100000,5100000,4
647,2800000, Yes,4100000,6300000,12
316,8200000, Yes,23300000,28700000,14
638,9000000, No,5300000,26700000,14
363,800000, Yes,1200000,2100000,12
808,6100000, Yes,700000,21200000,6
871,2400000, Yes,3700000,9400000,2
607,6000000, Yes,15300000,17000000,12
571,7900000, Yes,8100000,22500000,6
446,9500000, Yes,16900000,25700000,18
436,1800000, Yes,1500000,6400000,20
738,5800000, Yes,11700000,14100000,12
519,2800000, No,7000000,9400000,10
531,4000000, Yes,3700000,8300000,8
578,1000000, No,2300000,3400000,18
578,9100000, No,5900000,21100000,20
442,4600000, No,2800000,18100000,14
751,7800000, No,17400000,16900000,6
353,6600000, Yes,16500000,18800000,10
664,9800000, No,5200000,26600000,12
505,7400000, No,2200000,26600000,18
571,4300000, Yes,5700000,16600000,10
754,9800000, Yes,12400000,34600000,16
858,1100000, No,3200000,3900000,20
641,8600000, Yes,5300000,21800000,20
592,9400000, Yes,9300000,35500000,16
432,5300000, Yes,15000000,20300000,14
558,8700000, Yes,18300000,33800000,18
547,4800000, Yes,10400000,14200000,12
732,4400000, No,2400000,9800000,18
784,5400000, Yes,5000000,19300000,12
605,8400000, Yes,18900000,31900000,10
688,5400000, Yes,12100000,19500000,18
617,9400000, Yes,22700000,32100000,10
518,800000, Yes,500000,2400000,4
390,3800000, No,5900000,14800000,10
370,3100000, No,8600000,6300000,4
802,6000000, Yes,4700000,21300000,4
338,6800000, Yes,9900000,15500000,12
658,5200000, No,8100000,11700000,6
595,1900000, No,3000000,6700000,12
594,3600000, Yes,4400000,8500000,20
611,1500000, Yes,600000,4100000,14
799,2000000, No,3000000,5800000,8
497,9200000, No,1000000,18600000,20
456,6100000, Yes,12900000,15900000,18
396,300000, No,400000,500000,8
770,800000, No,900000,2300000,10
797,3300000, No,3000000,9000000,16
586,5800000, No,14100000,18700000,20
604,8500000, No,25100000,23400000,16
799,4100000, Yes,3700000,12800000,8
763,7800000, No,2200000,26400000,4
725,7500000, No,8900000,23000000,14
336,2300000, No,1800000,8800000,18
495,600000, Yes,1700000,2300000,6
431,2900000, No,3600000,11500000,20
415,900000, No,600000,2200000,2
451,9000000, Yes,5200000,20400000,6
489,4800000, No,12400000,14300000,4
415,1600000, No,800000,4600000,12
425,2600000, No,7300000,8100000,12
453,1800000, Yes,1700000,4600000,14
634,4400000, Yes,5900000,11800000,20
519,200000, No,0,300000,20
353,800000, Yes,700000,2100000,6
767,1500000, No,2000000,3200000,4
473,7700000, Yes,22100000,16900000,14
801,7200000, Yes,9900000,21300000,2
543,1000000, No,200000,2300000,16
714,6300000, No,10100000,17200000,12
830,1900000, No,4600000,4100000,12
401,4400000, No,200000,15300000,4
518,9100000, No,15800000,26400000,6
367,900000, Yes,0,2300000,20
493,4600000, Yes,4500000,12000000,12
505,9400000, Yes,4000000,22700000,14
322,6900000, No,20500000,26500000,16
735,300000, No,800000,900000,8
622,1900000, Yes,4200000,6700000,2
513,4400000, Yes,5400000,16400000,6
585,1200000, Yes,900000,4100000,16
813,1000000, Yes,2900000,3000000,10
622,3100000, No,1300000,10400000,18
899,2100000, Yes,2400000,6300000,16
459,2100000, No,4000000,4700000,2
369,9400000, No,20600000,33300000,18
601,9700000, No,300000,37700000,6
703,1400000, No,600000,2700000,18
597,4700000, No,8200000,14600000,20
670,4100000, Yes,1900000,13300000,10
366,1200000, Yes,3300000,2800000,6
857,7900000, No,23300000,27800000,16
401,6600000, No,13600000,15000000,16
437,2200000, No,1600000,8800000,4
882,5500000, No,5800000,17600000,8
392,5100000, No,6700000,15500000,8
421,3900000, Yes,9700000,7700000,10
722,200000, No,300000,400000,6
692,5800000, No,2300000,14700000,10
537,8300000, No,8400000,20700000,2
676,2600000, Yes,6700000,5500000,8
817,2100000, No,4600000,8100000,6
433,3900000, No,4700000,10800000,20
524,5200000, Yes,11000000,16300000,6
490,7800000, Yes,6700000,24400000,20
595,5400000, Yes,4100000,14300000,4
835,2900000, No,4900000,11000000,2
850,7100000, No,5600000,28300000,6
409,800000, Yes,1300000,2500000,4
760,3400000, Yes,9800000,12800000,10
344,6800000, Yes,5500000,17600000,14
881,7000000, Yes,8300000,27100000,12
600,9300000, Yes,20200000,24500000,10
790,7500000, No,3500000,19900000,10
392,8000000, Yes,7300000,31200000,20
748,1600000, Yes,1400000,4100000,2
798,6700000, Yes,8700000,18800000,6
323,3800000, No,5800000,11400000,4
413,2700000, Yes,4800000,5400000,6
733,1300000, No,3800000,2900000,8
543,3400000, No,3100000,10500000,16
757,3400000, No,5400000,10900000,14
464,2400000, Yes,1900000,6800000,8
749,1900000, No,2100000,6900000,4
680,700000, No,300000,2200000,6
574,6900000, No,3200000,20900000,4
774,300000, Yes,400000,800000,18
387,6000000, No,6600000,18700000,10
397,4300000, No,6700000,16400000,20
816,5800000, No,13800000,13500000,14
845,3300000, Yes,1300000,6700000,8
743,400000, No,700000,1500000,4
418,300000, No,500000,600000,4
466,4200000, No,7400000,10700000,6
335,600000, Yes,400000,2300000,12
446,4400000, Yes,9500000,15200000,6
868,9200000, Yes,9200000,29400000,2
763,6900000, Yes,9000000,25300000,4
527,5100000, Yes,12100000,13700000,14
741,3400000, No,3300000,12700000,2
802,8600000, Yes,7400000,26800000,12
538,9200000, Yes,13900000,28900000,8
523,4800000, Yes,8800000,16300000,4
381,2800000, No,3200000,8300000,14
534,3400000, Yes,3100000,7000000,4
574,800000, Yes,2200000,2200000,14
405,4100000, No,12000000,11100000,6
542,1900000, No,800000,3800000,16
820,6700000, Yes,10300000,25400000,14
505,5200000, No,12000000,13400000,2
508,6700000, Yes,4400000,16400000,2
835,4700000, Yes,2100000,15000000,20
826,6000000, No,1400000,22000000,12
427,6500000, Yes,5100000,18900000,12
890,500000, No,800000,2000000,12
333,5700000, No,9400000,13300000,2
679,6800000, Yes,20200000,20000000,12
805,3100000, No,4900000,12300000,18
826,5100000, No,11800000,11000000,16
844,6300000, Yes,16300000,23900000,10
663,4400000, Yes,5300000,14100000,10
884,8100000, No,15100000,21900000,6
508,1100000, No,200000,3700000,2
581,2400000, Yes,5100000,6900000,4
481,7000000, Yes,14300000,26300000,12
543,8700000, Yes,21900000,30000000,12
448,3500000, Yes,1200000,12600000,10
713,1600000, Yes,1400000,5300000,4
493,7800000, Yes,800000,17300000,16
819,3700000, No,8500000,9200000,10
827,400000, No,-100000,1400000,18
398,4800000, No,4900000,15700000,10
692,2900000, Yes,3200000,7500000,18
509,5000000, Yes,11800000,14600000,18
439,7600000, Yes,12800000,18100000,16
622,3000000, No,600000,9400000,4
526,200000, Yes,400000,700000,18
865,6800000, Yes,9500000,19000000,8
328,9700000, Yes,0,27400000,2
768,1200000, Yes,2800000,4200000,4
854,7400000, Yes,4300000,24000000,16
839,6900000, No,2600000,20800000,4
414,9100000, Yes,17700000,23300000,18
530,1300000, Yes,3200000,4700000,16
841,6600000, No,15300000,14600000,10
670,1800000, Yes,5300000,5700000,14
726,8200000, Yes,11400000,20900000,14
352,2800000, No,4900000,8300000,14
554,7000000, Yes,13000000,16000000,4
728,700000, No,400000,1800000,18
463,7400000, No,2300000,25500000,6
431,2300000, Yes,300000,5000000,10
445,600000, Yes,1200000,1900000,8
896,1000000, No,2800000,3000000,4
420,2200000, Yes,2900000,5200000,8
315,8000000, No,23500000,30900000,2
867,8600000, No,24300000,20900000,10
342,7500000, Yes,13900000,26000000,2
711,5200000, Yes,14300000,11800000,18
723,7900000, No,1700000,20900000,2
704,4200000, Yes,4700000,11300000,4
842,6500000, No,8300000,20200000,16
600,7400000, Yes,6200000,15200000,12
688,9100000, No,8900000,25600000,12
739,800000, No,1800000,2300000,16
798,800000, Yes,1300000,2800000,10
319,4100000, Yes,7600000,9900000,4
583,4200000, Yes,6000000,8700000,6
535,4800000, Yes,3600000,11500000,12
696,8300000, Yes,14400000,25900000,8
672,7600000, No,2500000,23900000,8
410,5100000, No,9200000,12300000,20
546,3600000, No,8500000,11600000,14
550,5400000, Yes,10700000,16800000,16
344,700000, No,1500000,1400000,4
743,9800000, Yes,5400000,38200000,10
772,9700000, No,13800000,36400000,4
302,9400000, Yes,12300000,29900000,12
376,3200000, Yes,4500000,9100000,18
747,3700000, Yes,0,11600000,10
710,4200000, Yes,12300000,15800000,6
892,7000000, No,20600000,24200000,6
492,3200000, No,4800000,11500000,16
559,7900000, No,19700000,17700000,2
314,2200000, No,1100000,8300000,18
744,2700000, Yes,1200000,8400000,6
690,6800000, No,17800000,18000000,12
347,6300000, Yes,18300000,23300000,4
677,9000000, Yes,12000000,31400000,2
468,4700000, No,13300000,15700000,4
674,8100000, No,10800000,17500000,4
353,9000000, No,22600000,27300000,14
727,3800000, No,3900000,14100000,8
512,8800000, Yes,6800000,22200000,10
454,8700000, Yes,9100000,27200000,18
315,5000000, No,7400000,12400000,14
480,6000000, Yes,200000,22700000,10
685,9100000, Yes,25600000,24200000,16
460,7400000, No,2600000,17900000,6
704,8300000, Yes,1400000,28400000,16
692,7600000, Yes,500000,23900000,12
398,3500000, Yes,1700000,9600000,4
882,1000000, Yes,900000,3500000,18
860,9900000, Yes,7800000,25900000,4
330,5700000, Yes,5900000,15100000,18
447,700000, No,1300000,2400000,16
788,9600000, Yes,9900000,23800000,12
526,9300000, No,11100000,28900000,6
577,9500000, No,6200000,28400000,18
372,8700000, Yes,10600000,23400000,16
759,7300000, Yes,15500000,21000000,14
465,4100000, Yes,6400000,12700000,10
789,2900000, No,1200000,10200000,4
680,7500000, Yes,7000000,17900000,2
681,7900000, No,14900000,25700000,20
673,6900000, Yes,17400000,22300000,16
313,6900000, No,5600000,22900000,10
551,4800000, No,7900000,18800000,16
453,7700000, Yes,1400000,24400000,8
650,6900000, No,900000,22700000,4
439,1200000, No,3200000,4500000,4
658,2900000, No,8200000,9600000,4
379,5500000, Yes,13900000,18900000,6
450,3200000, Yes,7300000,10700000,4
849,2600000, No,7400000,8200000,4
865,500000, No,1400000,1600000,18
853,1800000, No,900000,6900000,10
555,1300000, No,2400000,4900000,12
821,9900000, No,12700000,20700000,20
820,2000000, No,4700000,4700000,2
721,5100000, No,7000000,15300000,4
831,8200000, Yes,23000000,24000000,20
571,4200000, No,8900000,12600000,18
582,1300000, Yes,2100000,4900000,8
487,4600000, Yes,11200000,13600000,18
758,6600000, No,16000000,19700000,12
636,8300000, Yes,5200000,30100000,16
857,6900000, No,17100000,20700000,16
678,4700000, Yes,13700000,12500000,8
551,7900000, No,800000,15800000,8
668,8800000, No,16700000,24900000,16
672,6500000, No,5000000,23400000,2
439,3500000, No,5200000,13700000,4
636,8200000, Yes,11500000,19600000,16
393,2000000, Yes,1500000,6000000,14
848,2700000, No,7000000,8200000,2
790,5300000, Yes,2000000,17600000,4
312,9900000, No,21400000,19900000,6
775,5000000, Yes,3100000,19500000,14
403,9100000, No,18400000,18600000,20
867,7600000, Yes,9200000,26400000,14
558,5200000, No,8300000,17800000,18
548,1800000, No,1400000,6000000,4
486,7300000, No,15300000,28200000,16
635,3200000, No,3300000,11600000,6
538,5200000, No,3200000,20700000,2
496,7100000, No,6300000,28200000,14
411,1400000, Yes,1400000,4800000,6
857,2700000, No,7400000,10700000,6
360,6500000, Yes,15700000,18100000,10
461,9300000, No,9800000,35900000,18
638,6700000, Yes,3300000,14900000,16
865,6800000, No,12100000,19300000,6
449,5600000, No,5900000,13600000,4
870,1900000, Yes,4700000,4700000,2
815,8400000, No,5300000,19500000,6
454,2500000, Yes,4200000,7200000,16
783,2900000, Yes,1300000,9900000,18
543,3200000, Yes,3600000,7400000,2
786,3000000, Yes,7600000,10900000,2
395,800000, Yes,1500000,2500000,20
885,400000, Yes,200000,1300000,2
488,4400000, No,10800000,10600000,20
829,8700000, Yes,7500000,19900000,10
677,7400000, No,22000000,15400000,6
645,5700000, Yes,14500000,14400000,12
788,9700000, Yes,9400000,27600000,10
649,7000000, No,12200000,22400000,6
519,8900000, No,22800000,23100000,4
772,3100000, Yes,3400000,11200000,14
330,2200000, No,5500000,6100000,12
557,7100000, Yes,8900000,21500000,4
334,8200000, Yes,24500000,19000000,6
487,9800000, Yes,8900000,28400000,12
539,3900000, Yes,4400000,9700000,8
710,2200000, Yes,500000,8100000,8
879,600000, Yes,1100000,1700000,20
512,6900000, Yes,6100000,22000000,10
561,7400000, Yes,12600000,27300000,18
539,4000000, Yes,5900000,11600000,6
544,700000, Yes,800000,2000000,18
631,1900000, Yes,3200000,4600000,16
546,2200000, No,4600000,6800000,20
569,2000000, Yes,5000000,5600000,14
384,7400000, No,13400000,17900000,6
583,2300000, Yes,3600000,9000000,6
517,4000000, Yes,0,15500000,12
420,1500000, Yes,800000,5800000,18
644,5200000, Yes,400000,12900000,18
349,5400000, No,10800000,14500000,8
662,7700000, No,3400000,25300000,18
704,1900000, Yes,900000,6400000,20
324,6400000, Yes,18400000,15500000,2
757,700000, No,1900000,1700000,18
361,5800000, Yes,6000000,23000000,16
415,1800000, No,4400000,5400000,4
618,4300000, Yes,9600000,13800000,18
524,8000000, No,16900000,27100000,8
887,1100000, No,400000,4100000,18
729,8800000, Yes,12300000,31100000,12
774,4800000, No,10800000,18600000,14
724,200000, Yes,600000,700000,20
320,1400000, Yes,900000,2700000,16
590,2500000, No,3200000,6400000,16
796,8100000, No,15900000,25300000,8
890,6100000, Yes,13900000,19200000,6
651,2000000, Yes,2100000,4600000,16
634,4800000, No,9200000,10100000,12
660,900000, Yes,1200000,2800000,2
512,1300000, No,3300000,3500000,12
900,4200000, Yes,6700000,9100000,2
823,3300000, Yes,4600000,11100000,20
880,8700000, Yes,8000000,28400000,12
439,800000, Yes,600000,2600000,2
441,7400000, Yes,14700000,17100000,2
360,6900000, No,14000000,18500000,6
561,8800000, Yes,10200000,33700000,14
758,8600000, Yes,20900000,32500000,4
621,5400000, No,11200000,20600000,18
621,2900000, Yes,200000,5900000,18
342,9800000, No,25400000,21000000,12
552,3300000, No,4200000,10800000,4
376,300000, No,300000,500000,18
801,1500000, No,4400000,4300000,12
512,5400000, Yes,1600000,16300000,4
497,6600000, No,1500000,15200000,18
386,5700000, No,4200000,17200000,8
683,8500000, Yes,6600000,26100000,2
779,7400000, No,800000,24100000,16
876,7800000, Yes,15600000,17700000,6
515,7200000, Yes,7800000,16500000,18
463,7600000, No,5400000,19300000,12
486,7000000, Yes,10600000,26700000,4
328,5700000, No,7800000,13000000,6
343,8200000, No,9800000,30600000,10
712,9000000, Yes,900000,27800000,8
607,3900000, No,6600000,11900000,6
812,6500000, No,17200000,16200000,4
589,2300000, Yes,6000000,7700000,16
657,5700000, No,14100000,21800000,18
453,800000, No,1500000,2800000,12
889,8400000, Yes,22400000,19700000,14
564,4300000, Yes,10400000,17200000,4
419,300000, Yes,800000,900000,20
663,8700000, No,5400000,34000000,16
884,4400000, No,9800000,12100000,4
528,5600000, Yes,7500000,16800000,16
475,600000, No,100000,1300000,12
695,2500000, Yes,1100000,5100000,20
759,3800000, No,1800000,10500000,10
636,2500000, No,900000,9600000,4
546,5500000, Yes,10600000,20400000,10
639,4500000, Yes,10600000,17100000,2
388,1900000, No,500000,4000000,10
594,6400000, Yes,100000,20000000,12
760,3800000, Yes,2100000,11100000,6
582,6300000, Yes,16000000,16900000,16
896,300000, No,300000,600000,6
891,7100000, Yes,7000000,21800000,18
495,600000, Yes,1700000,1700000,2
865,4400000, Yes,1200000,15300000,16
775,7600000, No,1900000,20800000,12
318,8700000, Yes,11800000,26400000,10
395,5600000, Yes,8200000,12700000,12
772,4100000, No,11200000,13100000,14
318,7900000, Yes,17300000,16100000,18
649,5600000, Yes,4000000,20900000,14
438,1200000, No,1500000,3100000,10
588,6900000, No,9800000,19700000,6
815,2700000, No,1100000,5600000,2
364,9800000, Yes,16800000,22100000,4
586,9300000, No,14300000,32300000,4
555,6700000, No,16900000,25300000,12
312,1300000, No,1800000,4600000,10
605,7900000, Yes,19200000,17100000,16
672,6700000, No,1600000,23200000,18
591,2100000, Yes,2500000,4500000,18
321,4700000, Yes,10100000,11000000,4
393,3700000, No,6400000,13400000,16
561,5800000, Yes,4400000,21800000,2
725,2400000, Yes,1700000,6900000,20
438,8100000, Yes,1000000,27600000,16
399,5400000, Yes,4000000,21400000,12
592,1400000, No,4100000,5400000,8
835,2500000, No,2500000,8600000,8
733,1600000, Yes,400000,5300000,4
484,3700000, No,5800000,10600000,20
615,500000, Yes,500000,1800000,20
591,5300000, Yes,13200000,19500000,4
349,2800000, Yes,4100000,6800000,12
478,9600000, Yes,18500000,29900000,18
633,2200000, No,0,7800000,20
378,8400000, Yes,18600000,30900000,8
461,2100000, No,1500000,5300000,20
834,2800000, Yes,500000,7000000,2
671,2500000, No,7400000,5800000,20
524,1700000, Yes,4100000,5800000,10
816,6100000, No,14900000,20700000,4
729,4100000, No,6900000,11700000,10
307,4500000, Yes,11000000,12700000,8
350,5600000, Yes,2700000,19100000,8
444,5800000, Yes,13300000,16600000,10
895,8600000, No,2200000,26700000,10
